eps_ms,topology,mechanism,n_instances,feasible_fraction_mean,feasible_fraction_ci_low,feasible_fraction_ci_high,feasible_fraction_n,feasible_opt_coverage_mean,feasible_opt_coverage_ci_low,feasible_opt_coverage_ci_high,feasible_opt_coverage_n,welfare_ratio_mean,welfare_ratio_ci_low,welfare_ratio_ci_high,welfare_ratio_n,welfare_ratio_all_mean,welfare_ratio_all_ci_low,welfare_ratio_all_ci_high,welfare_ratio_all_n,welfare_ratio_feasible_mean,welfare_ratio_feasible_ci_low,welfare_ratio_feasible_ci_high,welfare_ratio_feasible_n,revenue_ratio_mean,revenue_ratio_ci_low,revenue_ratio_ci_high,revenue_ratio_n,revenue_ratio_all_mean,revenue_ratio_all_ci_low,revenue_ratio_all_ci_high,revenue_ratio_all_n,revenue_ratio_feasible_mean,revenue_ratio_feasible_ci_low,revenue_ratio_feasible_ci_high,revenue_ratio_feasible_n,compute_time_s_mean,compute_time_s_ci_low,compute_time_s_ci_high,compute_time_s_n,clearing_latency_ms_mean,clearing_latency_ms_ci_low,clearing_latency_ms_ci_high,clearing_latency_ms_n,effective_welfare_mean,effective_welfare_ci_low,effective_welfare_ci_high,effective_welfare_n,clique_number_w_mean,clique_number_w_ci_low,clique_number_w_ci_high,clique_number_w_n
0.0,DSN-30,SyncVCG,17500,0.9311286666666668,0.930327988095238,0.9319266928571429,17500,0.9964688075475229,0.996159160015348,0.9967807385765017,17500,0.9964688075475229,0.996156328118043,0.9967871799942755,17500,0.9964688075475229,0.996147692599715,0.9967757548451829,17500,1.0,1.0,1.0,17500,0.9469608194569521,0.9459571082116733,0.9479370080010467,17500,0.9469608194569521,0.945991688210941,0.9479455640960623,17500,0.9502165241892848,0.9492817727749644,0.9511635346940167,17500,2.5495094380208426e-06,2.5318204717976707e-06,2.5680023285427264e-06,17500,1194723.208823149,1194602.886531871,1194834.696468643,17500,9.711458684180449e-41,3.191795690180838e-43,2.8610402325402862e-40,17500,27.932971428571427,27.738112857142855,28.129717142857142,17500
0.0,INTERNET-100,BatchVCG_B10ms,17500,0.9501806666666667,0.9494864738095238,0.9508662904761904,17500,0.9975903176800549,0.9973168037949427,0.9978480801946424,17500,0.9718293540366459,0.9708247912785908,0.9728207406172652,17500,0.9718293540366459,0.9708131282830055,0.9728219287134113,17500,0.9741654753166047,0.9731705758338495,0.9751339373570089,17500,0.8972932921723906,0.8955803752877399,0.8990049690651386,17500,0.8972932921723906,0.8955429668813385,0.8989704847492146,17500,0.8993923152976283,0.8976428432959812,0.9011165581021033,17500,2.2869291050093513e-06,2.27427765460951e-06,2.2996969441218035e-06,17500,13.772947831137538,13.74764729572519,13.797212934841083,17500,929.2447617616851,928.010802927792,930.4941691619333,17500,28.505942857142855,28.309537142857145,28.702697142857144,17500
0.0,INTERNET-100,BatchVCG_B1ms,17500,0.9501806666666667,0.9494907595238096,0.9508739309523809,17500,0.9975903176800549,0.9973223869572406,0.9978489321937026,17500,0.6013510032820767,0.5971536985975101,0.6056590531495165,17500,0.6013510032820767,0.5969782716945802,0.6056354545333118,17500,0.6028352066187634,0.5984727062347546,0.6071604510176466,17500,0.1571246958547547,0.15327908776500374,0.16088769225457497,17500,0.1571246958547547,0.15335503199063802,0.1609262741426225,17500,0.15746379941902566,0.1536091221106209,0.16126046087602666,17500,1.4290482870170048e-06,1.4210055582225321e-06,1.4381506240793637e-06,17500,5.091230833623389,5.058553233133876,5.124223883859017,17500,575.5614835467342,571.3112693272452,579.7062963368687,17500,28.505942857142855,28.30788,28.70778,17500
0.0,INTERNET-100,BatchVCG_B20ms,17500,0.9501806666666667,0.9494906547619046,0.950856761904762,17500,0.9975903176800549,0.9973196370672189,0.9978474033814726,17500,0.9975903176800549,0.9973152035182123,0.9978500329724633,17500,0.9975903176800549,0.9973235155259514,0.9978540407021732,17500,1.0,1.0,1.0,17500,0.9498083652508237,0.9488630482879038,0.9507541076549911,17500,0.9498083652508237,0.9488689381924295,0.950740355323974,17500,0.9520552760375339,0.9511457819636536,0.95295424003596,17500,2.6646046766213007e-06,2.648396235225456e-06,2.681307727470994e-06,17500,16.057098806951714,16.052700379172876,16.061448929470178,17500,953.5846788314108,952.7643345444812,954.3982201522434,17500,28.505942857142855,28.315197142857144,28.704117142857143,17500
0.0,INTERNET-100,BatchVCG_B50ms,17500,0.9501806666666667,0.9494963761904763,0.9508567738095237,17500,0.9975903176800549,0.9973155008662549,0.9978505617678748,17500,0.9975903176800549,0.9973137719582904,0.9978566960943265,17500,0.9975903176800549,0.9973257451571061,0.9978516998102812,17500,1.0,1.0,1.0,17500,0.9498083652508237,0.9488489768526173,0.950744284222861,17500,0.9498083652508237,0.9488728270393232,0.9507404033442857,17500,0.9520552760375339,0.9511682538286348,0.9529284405286351,17500,2.6199553694043842e-06,2.604314277746848e-06,2.635891138176833e-06,17500,16.057054157644497,16.05271253452294,16.06138076568071,17500,953.5846831312722,952.7622682614171,954.4129030521741,17500,28.505942857142855,28.30433857142857,28.707261428571428,17500
0.0,INTERNET-100,BatchVCG_B5ms,17500,0.9501806666666667,0.9495111428571429,0.9508599071428571,17500,0.9975903176800549,0.9973227052781954,0.9978534235566745,17500,0.8420788564117139,0.8391850435099805,0.8449261080315057,17500,0.8420788564117139,0.8392603617199857,0.8448759533295966,17500,0.8440675905937204,0.8411311530193614,0.8469714207769569,17500,0.6370911858633366,0.6330253708928928,0.6412235741110873,17500,0.6370911858633366,0.6329644225616423,0.6410993465639424,17500,0.638476963547937,0.6343823076237112,0.6425671542642943,17500,1.6815783722060067e-06,1.6730450785585813e-06,1.6899297812155314e-06,17500,9.087958619921306,9.055943825730605,9.121321985900382,17500,805.9601487596765,803.0804284144368,808.8244661316104,17500,28.505942857142855,28.30485714285714,28.706688571428572,17500
0.0,INTERNET-100,FastVCG,17500,0.9501806666666667,0.9495091380952383,0.9508599071428573,17500,0.9975903176800549,0.9973136684946106,0.9978462642025638,17500,0.5228081336640188,0.5184511342160122,0.5272993060484475,17500,0.5228081336640188,0.5183292996829741,0.5272247352345909,17500,0.5241012342115473,0.5196187183121819,0.5286250041593077,17500,0.0,0.0,0.0,17500,0.0,0.0,0.0,17500,0.0,0.0,0.0,17500,1.3843705079385213e-06,1.3777845073491336e-06,1.3911998178809882e-06,17500,4.091186155844311,4.058824635612896,4.124407090265812,17500,500.0947937427273,495.67029506437456,504.37784384776717,17500,28.505942857142855,28.303535714285715,28.708804285714287,17500
0.0,INTERNET-100,HoldBack,17500,0.9501806666666667,0.9494985428571427,0.9508568714285716,17500,0.9975903176800549,0.9973137807982858,0.9978489741559168,17500,0.9975903176800549,0.9973227170203504,0.9978517778766329,17500,0.9975903176800549,0.997318492153134,0.9978504923066525,17500,1.0,1.0,1.0,17500,0.9498083652508237,0.9488408884340228,0.9507569213782212,17500,0.9498083652508237,0.9488687172453533,0.9507565028345328,17500,0.9520552760375339,0.9511489294832791,0.9529477320162183,17500,1.7997683158942631e-06,1.7883896841002364e-06,1.8113588940884386e-06,17500,16.056233970590988,16.051869505012103,16.060607606978802,17500,953.5847620313314,952.7310326017151,954.3962486576678,17500,28.505942857142855,28.302552857142857,28.708518571428574,17500
0.0,INTERNET-100,LIA_lambda0.5_per_s,17500,0.9501806666666667,0.949494838095238,0.9508726785714287,17500,0.9975903176800549,0.9973199736719061,0.9978499174076157,17500,0.9975528139368751,0.9972746302269171,0.9978130032370429,17500,0.9975528139368751,0.9972720017851352,0.997806143339016,17500,0.9999624397219431,0.9999577292812302,0.9999669553265116,17500,0.9497305995789093,0.9487801899212113,0.9506718174608813,17500,0.9497305995789093,0.9487792834044138,0.9506564590647341,17500,0.9519765577876533,0.951049354081402,0.9528857252334038,17500,6.050631670015199e-06,6.013349826846804e-06,6.087504702487162e-06,17500,15.883009632261414,15.875723209555797,15.890251547036216,17500,953.5645188500997,952.7363998296208,954.3887082844483,17500,28.505942857142855,28.30582857142857,28.707885714285716,17500
0.0,INTERNET-100,LIA_lambda1_per_s,17500,0.9501806666666667,0.9495085333333334,0.9508585761904763,17500,0.9975903176800549,0.997311317212023,0.9978461365897697,17500,0.9974484463329597,0.9971742812338513,0.9977110859946864,17500,0.9974484463329597,0.9971684849358007,0.9977052438151793,17500,0.9998579906264,0.999845525968052,0.999870599558959,17500,0.9495219024663635,0.9485542462829758,0.9504704883257131,17500,0.9495219024663635,0.9485907361406146,0.9504827858931452,17500,0.9517668842259177,0.9508312713941552,0.952665276221226,17500,5.9371378272771835e-06,5.900454969544496e-06,5.97412161262972e-06,17500,15.882896138418676,15.875684190415718,15.890141471144004,17500,953.4637484912055,952.641206100604,954.2901153319585,17500,28.505942857142855,28.307252857142856,28.704875714285716,17500
