eps_ms,topology,bidder_count,mechanism,n_instances,feasible_fraction_mean,feasible_fraction_ci_low,feasible_fraction_ci_high,feasible_fraction_n,feasible_opt_coverage_mean,feasible_opt_coverage_ci_low,feasible_opt_coverage_ci_high,feasible_opt_coverage_n,welfare_ratio_mean,welfare_ratio_ci_low,welfare_ratio_ci_high,welfare_ratio_n,welfare_ratio_all_mean,welfare_ratio_all_ci_low,welfare_ratio_all_ci_high,welfare_ratio_all_n,welfare_ratio_feasible_mean,welfare_ratio_feasible_ci_low,welfare_ratio_feasible_ci_high,welfare_ratio_feasible_n,revenue_ratio_mean,revenue_ratio_ci_low,revenue_ratio_ci_high,revenue_ratio_n,revenue_ratio_all_mean,revenue_ratio_all_ci_low,revenue_ratio_all_ci_high,revenue_ratio_all_n,revenue_ratio_feasible_mean,revenue_ratio_feasible_ci_low,revenue_ratio_feasible_ci_high,revenue_ratio_feasible_n,compute_time_s_mean,compute_time_s_ci_low,compute_time_s_ci_high,compute_time_s_n,clearing_latency_ms_mean,clearing_latency_ms_ci_low,clearing_latency_ms_ci_high,clearing_latency_ms_n,effective_welfare_mean,effective_welfare_ci_low,effective_welfare_ci_high,effective_welfare_n,clique_number_w_mean,clique_number_w_ci_low,clique_number_w_ci_high,clique_number_w_n
0.0,DSN-30,10,SyncVCG,3500,0.9323142857142859,0.9295714285714287,0.9349714285714286,3500,0.9921279370118621,0.9907929471235565,0.993403499774236,3500,0.9921279370118621,0.9907824192214211,0.9934342481161227,3500,0.9921279370118621,0.9907844252652303,0.9933949301571086,3500,1.0,1.0,1.0,3500,0.8850962586814223,0.8815938530862681,0.8884623022933746,3500,0.8850962586814223,0.881596928535144,0.888619072011587,3500,0.8920241211514026,0.8887678299224568,0.8952582259185716,3500,1.2113286980560847e-06,1.193176010357482e-06,1.2298465839454105e-06,3500,1192604.1216185687,1191996.3253490229,1193172.9964252065,3500,4.855729337277394e-40,1.4890312270753882e-42,1.4267848742664291e-39,3500,9.323142857142857,9.296,9.349428571428572,3500
0.0,DSN-30,20,BatchVCG_B10ms,3500,0.9300714285714285,0.9281999999999999,0.9319571428571428,3500,0.9959757348997854,0.9953078544632725,0.996615957896298,3500,0.5258429850866387,0.5159145767522135,0.5359676449421328,3500,0.5258429850866387,0.5158947175257794,0.5359954807352929,3500,0.5280125871465032,0.5183389292594275,0.5379594216340248,3500,0.0001462901926962555,0.0,0.0004388705780887665,3500,0.0001462901926962555,0.0,0.0004388705780887665,3500,0.0001462901926962555,0.0,0.0004388705780887665,3500,1.0386963507958821e-06,1.0348214634827205e-06,1.0432835468756301e-06,3500,134327.49833481127,130297.95103668002,138447.07679294594,3500,31.700526351368605,28.584448050518315,34.999435068105875,3500,18.60142857142857,18.56342857142857,18.638,3500
0.0,DSN-30,20,BatchVCG_B1ms,3500,0.9300714285714285,0.9281714285714285,0.931914642857143,3500,0.9959757348997854,0.9953166782526451,0.9965979436070316,3500,0.5258429850866387,0.5160185837159388,0.5357364206393216,3500,0.5258429850866387,0.5157158581918158,0.5359046539995113,3500,0.5280125871465032,0.5181087949807996,0.537868783543033,3500,0.0,0.0,0.0,3500,0.0,0.0,0.0,3500,0.0,0.0,0.0,3500,1.0833663067647389e-06,1.080467990998711e-06,1.0867852651114974e-06,3500,134318.49837948126,130321.7281143988,138400.1080256374,3500,31.72906951726082,28.544693008195047,35.04978439166381,3500,18.60142857142857,18.564285714285713,18.638857142857145,3500
0.0,DSN-30,20,BatchVCG_B20ms,3500,0.9300714285714285,0.9281999999999999,0.9319432142857144,3500,0.9959757348997854,0.9953031034681005,0.9966051757042566,3500,0.5258429850866387,0.5158850009136948,0.5356428611333378,3500,0.5258429850866387,0.5156805035023244,0.5354982870789121,3500,0.5280125871465032,0.518056778464011,0.5379199116736006,3500,0.0001462901926962555,0.0,0.0004388705780887665,3500,0.0001462901926962555,0.0,0.0004388705780887665,3500,0.0001462901926962555,0.0,0.0004388705780887665,3500,1.0633934289216995e-06,1.0559187536793095e-06,1.073330793795841e-06,3500,134337.49835950838,130350.10882334894,138357.94215368092,3500,31.66884160692412,28.513059481408252,34.98489573346461,3500,18.60142857142857,18.563714285714287,18.638857142857145,3500
0.0,DSN-30,20,BatchVCG_B50ms,3500,0.9300714285714285,0.9282285714285714,0.9319285714285714,3500,0.9959757348997854,0.9953043162232139,0.9966203536154163,3500,0.5258477672973807,0.515898908546615,0.5357164942501599,3500,0.5258477672973807,0.5160235472192454,0.5355925380400762,3500,0.5280176834348659,0.5182958223244243,0.5377546122539733,3500,0.00036221841226289785,0.0,0.0008364159482929749,3500,0.00036221841226289785,0.0,0.0008283859203252589,3500,0.00036904539802960724,0.0,0.000848866877625387,3500,1.0273709361042294e-06,1.0242357650505646e-06,1.031207905283996e-06,3500,134367.4983234859,130445.71255021398,138382.668269337,3500,31.573977550858874,28.438976776392433,34.83455767715992,3500,18.60142857142857,18.564,18.639142857142858,3500
0.0,DSN-30,20,BatchVCG_B5ms,3500,0.9300714285714285,0.9281999999999999,0.9319142857142857,3500,0.9959757348997854,0.9953067586237008,0.9966098268021885,3500,0.5258429850866387,0.5159102745499219,0.5357840675456099,3500,0.5258429850866387,0.5157998977899395,0.5357508172759665,3500,0.5280125871465032,0.517943801816517,0.5378448497703392,3500,0.0,0.0,0.0,3500,0.0,0.0,0.0,3500,0.0,0.0,0.0,3500,1.0520480573177337e-06,1.0460174043795892e-06,1.0593959729054145e-06,3500,134322.498348163,130321.44335146215,138402.0569593842,3500,31.716380446685026,28.54042520630551,34.95167533578282,3500,18.60142857142857,18.562857142857144,18.638,3500
0.0,DSN-30,20,FastVCG,3500,0.9300714285714285,0.9281285714285714,0.9319428571428571,3500,0.9959757348997854,0.9953097582140659,0.9966040435051114,3500,0.5258429850866387,0.5158218146391134,0.5355880403514642,3500,0.5258429850866387,0.5158651546881751,0.535839565761145,3500,0.5280125871465032,0.5179224328223453,0.5379731336702651,3500,0.0,0.0,0.0,3500,0.0,0.0,0.0,3500,0.0,0.0,0.0,3500,1.0891229446445193e-06,1.0860511767012732e-06,1.0929353934313571e-06,3500,134317.4983852379,130282.07658763534,138346.22857938227,3500,31.732242560098264,28.59442778299088,35.0186336896724,3500,18.60142857142857,18.563714285714287,18.638571428571428,3500
0.0,DSN-30,20,HoldBack,3500,0.9300714285714285,0.9281857142857142,0.9319428571428571,3500,0.9959757348997854,0.9953264516019632,0.9966145845412601,3500,0.9959757348997854,0.9952980504331408,0.9966124330387732,3500,0.9959757348997854,0.9952995405827133,0.9966089266399161,3500,1.0,1.0,1.0,3500,0.9412514623396465,0.9393489191593098,0.9431413632542547,3500,0.9412514623396465,0.9393660656896313,0.9431350629310192,3500,0.9450152512374789,0.9432102496655286,0.9467551015866568,3500,1.2887325137853623e-06,1.2846744619309902e-06,1.2932351125138145e-06,3500,1195222.7645909372,1195179.3175811714,1195254.6612624456,3500,1.219716774953223e-49,1.1693868285715535e-49,1.2924616422372052e-49,3500,18.60142857142857,18.563714285714287,18.63857857142857,3500
0.0,DSN-30,20,LIA_lambda0.5_per_s,3500,0.9300714285714285,0.9281857142857142,0.9319285714285714,3500,0.9959757348997854,0.9953103064924574,0.9966131499865374,3500,0.869795507045885,0.8641995103677983,0.875119373526157,3500,0.869795507045885,0.8643166802666832,0.8750789077982092,3500,0.8732258440226658,0.8678622705039805,0.8785524450882396,3500,0.688631711802206,0.6810710031138569,0.6961095792440226,3500,0.688631711802206,0.680896637631164,0.6962048868848122,3500,0.6911683782013268,0.6836389687065222,0.6986941884323241,3500,4.26604864852769e-06,4.252396397558706e-06,4.280344609703336e-06,3500,1195164.5106349923,1195056.7949450326,1195246.0412940453,3500,8.669288916841548e-48,1.0203538921313047e-49,2.5774849602063046e-47,3500,18.60142857142857,18.564,18.638571428571428,3500
0.0,DSN-30,20,LIA_lambda1_per_s,3500,0.9300714285714285,0.9281999999999999,0.9319,3500,0.9959757348997854,0.9953029678684162,0.9966275945710354,3500,0.8689392956074692,0.8634472130706589,0.8744605511235908,3500,0.8689392956074692,0.8635068746770114,0.8744396351433289,3500,0.872365200830497,0.8668559239083097,0.8777744935951081,3500,0.6875102278062286,0.6801144056922008,0.6948656895529375,3500,0.6875102278062286,0.680012641319564,0.6948215478039397,3500,0.6900373266861425,0.6826167065355112,0.6975332493697068,3500,4.157899745873043e-06,4.145319294184446e-06,4.171210746946079e-06,3500,1195164.5105268434,1195054.7324268757,1195246.01289576,3500,8.669187917652757e-48,1.019495929515633e-49,2.577093658463253e-47,3500,18.60142857142857,18.56457142857143,18.638285714285715,3500
