eps_ms,topology,bidder_count,mechanism,n_instances,welfare_ratio_mean,welfare_ratio_ci_low,welfare_ratio_ci_high,welfare_ratio_n,revenue_ratio_mean,revenue_ratio_ci_low,revenue_ratio_ci_high,revenue_ratio_n,compute_time_s_mean,compute_time_s_ci_low,compute_time_s_ci_high,compute_time_s_n,clearing_latency_ms_mean,clearing_latency_ms_ci_low,clearing_latency_ms_ci_high,clearing_latency_ms_n,effective_welfare_mean,effective_welfare_ci_low,effective_welfare_ci_high,effective_welfare_n,clique_number_w_mean,clique_number_w_ci_low,clique_number_w_ci_high,clique_number_w_n
0.0,DSN-30,10,BatchVCG_B10ms,3500,0.5394075412861802,0.5290355528451777,0.5496846017755687,3500,6.629335880221196e-05,0.0,0.0001988800764066359,3500,9.066204407385417e-07,9.00026735949463e-07,9.141345599865807e-07,3500,238209.8666814927,231546.0387630364,244730.9508980904,3500,23.330969629249836,20.129345381439045,26.742461783803396,3500,9.323142857142857,9.296,9.350285714285715,3500
0.0,DSN-30,10,BatchVCG_B1ms,3500,0.5393856832692825,0.5291745433228315,0.549802521191115,3500,0.0,0.0,0.0,3500,9.17963550559112e-07,9.135543460225953e-07,9.226767953285681e-07,3500,238200.86669283584,231585.33736770652,244865.58689581905,3500,23.351976999447782,20.144391899902764,26.83627877318324,3500,9.323142857142857,9.295714285714286,9.349714285714287,3500
0.0,DSN-30,10,BatchVCG_B20ms,3500,0.5394075412861802,0.5289533455816944,0.5497430507359805,3500,6.629335880221196e-05,0.0,0.0001988800764066359,3500,9.072717013103621e-07,8.949993918317237e-07,9.236957179382443e-07,3500,238219.86668214397,231460.76299497366,244865.48881791136,3500,23.30765038774065,20.111588138393703,26.659510935571877,3500,9.323142857142857,9.296,9.349714285714287,3500
0.0,DSN-30,10,BatchVCG_B50ms,3500,0.5394078377845901,0.5291253874825551,0.5497961498226989,3500,0.0003204564768598191,0.0,0.0008950760717772452,3500,8.809625703309263e-07,8.755696979018726e-07,8.870613195800356e-07,3500,238249.86665583483,231533.2868915495,244925.41276187057,3500,23.237832282160003,20.12534603439662,26.50554401322138,3500,9.323142857142857,9.295428571428571,9.350285714285715,3500
0.0,DSN-30,10,BatchVCG_B5ms,3500,0.5393856832692825,0.5288096835353717,0.5497331944611297,3500,0.0,0.0,0.0,3500,8.981134742498398e-07,8.908529408342604e-07,9.076858937208141e-07,3500,238204.86667298575,231647.3462853595,244649.45249387264,3500,23.342638120856694,20.13440323094974,26.63655723842013,3500,9.323142857142857,9.295707142857143,9.35,3500
0.0,DSN-30,10,FastVCG,3500,0.5393856832692825,0.5288424371934821,0.5497177534748489,3500,0.0,0.0,0.0,3500,9.515970014035702e-07,9.467119733536881e-07,9.566109477808433e-07,3500,238199.8667264693,231595.85966831198,244714.65226401738,3500,23.35431221520797,20.22533483438803,26.63370536861384,3500,9.323142857142857,9.295714285714286,9.349714285714287,3500
0.0,DSN-30,10,HoldBack,3500,0.9921279370118621,0.9908229814966254,0.9933805243303347,3500,0.8850962586814223,0.8815738467287041,0.8885087397393553,3500,9.597130119800567e-07,9.520148093413029e-07,9.692397816771907e-07,3500,1192604.121366953,1192011.781374444,1193158.62708829,3500,4.855729494669518e-40,1.6071124980117227e-42,1.428346980930598e-39,3500,9.323142857142857,9.296285714285714,9.34972142857143,3500
0.0,DSN-30,10,LIA_lambda0.5_per_s,3500,0.768971441315592,0.7602447004103233,0.7776469235958273,3500,0.44800628692196826,0.43743718620380795,0.45845618777692215,3500,3.0560667759605817e-06,3.035177361951875e-06,3.078682959312573e-06,3500,1189545.08040205,1188418.4536149225,1190592.1662786088,3500,1.8836239331211096e-32,8.344864194246043e-38,5.577188892010078e-32,3500,9.323142857142857,9.296285714285714,9.350285714285715,3500
0.0,DSN-30,10,LIA_lambda1_per_s,3500,0.7686703944566013,0.759918151359523,0.7772267746499928,3500,0.4465271189115018,0.43600029808865276,0.45725566230840525,3500,2.9070675040462187e-06,2.8938908420968798e-06,2.9208412427189094e-06,3500,1189545.0802530507,1188425.121997158,1190609.2217262257,3500,1.883623953890019e-32,8.476151679004253e-38,5.570035298520041e-32,3500,9.323142857142857,9.296,9.35,3500
0.0,DSN-30,10,LIA_lambda2_per_s,3500,0.7682533359887714,0.7595434553718856,0.776709123679612,3500,0.44528278933111326,0.4347518772089413,0.4557949576760734,3500,2.903467742726207e-06,2.883119625870937e-06,2.9263227762255283e-06,3500,1189545.0802494509,1188408.2664620008,1190611.3573686022,3500,1.8836239519841666e-32,8.305277881198759e-38,5.592025555867008e-32,3500,9.323142857142857,9.296,9.35,3500
