eps_ms,topology,bidder_count,mechanism,g1ms,g1ms_ci_low,g1ms_ci_high,sup_g,sup_g_ci_low,sup_g_ci_high,instance_count,bidder_sample_count,delta_grid_ms,g_delta,g_delta_ci_low,g_delta_ci_high
0.0,INTERNET-100,50,LIA_lambda0.5_per_s,-0.00802332620113574,-0.008911035432014453,-0.00715954945274922,0.0,0.0,0.010180387949374405,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[-0.00802332620113574, -0.006927992472815037, -0.017950967570269344, -0.032730158485266135, -0.03464640601765969, -0.03468147391289095, -0.03468147391289095]","[-0.008927675888923719, -0.016427445019809993, -0.03328064533043753, -0.05044042146983545, -0.05340004371644078, -0.053814730498475544, -0.053608101373854064]","[-0.007158290248480043, 0.009735299077744565, 0.003199432730261008, -0.010203798180752788, -0.011806134361626494, -0.0113926716335966, -0.01091679383702144]"
0.0,INTERNET-100,50,LIA_lambda1_per_s,-0.019652601139717986,-0.02159429850495101,-0.01776080763178523,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[-0.019652601139717986, -0.029239334967463747, -0.07149093876847193, -0.10345501760427118, -0.10921648940677449, -0.10925065161924447, -0.10925065161924447]","[-0.02153705985973657, -0.039787557056819085, -0.08540030764398579, -0.12425957109717392, -0.13363571633657725, -0.13370310492673274, -0.13330092169410057]","[-0.017727497925013557, -0.01206876745864469, -0.0532215306660567, -0.080118337821445, -0.08357611677074762, -0.0825067768849065, -0.08309247727238415]"
0.0,INTERNET-100,50,LIA_lambda2_per_s,-0.03395082075002966,-0.03763582226496777,-0.030451420285892764,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[-0.03395082075002966, -0.0639103946097167, -0.1332845573615916, -0.18847498551240488, -0.2047641148234847, -0.20479853615322827, -0.20479853615322827]","[-0.03749886064243765, -0.07077887217009655, -0.14871462522208928, -0.21343432475136762, -0.2328249839335051, -0.23330767603749922, -0.23263736136464785]","[-0.03044125358720528, -0.05727070399428133, -0.1186836010151717, -0.16402638841512832, -0.17863510792530804, -0.17690009977338625, -0.17739061005874612]"
0.0,DSN-30,10,SyncVCG,0.0,0.0,0.0,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,DSN-30,10,FastVCG,0.0,0.0,0.0,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,DSN-30,10,BatchVCG_B1ms,0.0,0.0,0.0,0.01734594044249259,0.0,0.05203782132747777,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.004301099742211599, 0.01734594044249259, 0.01734594044249259, 0.01734594044249259]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.012903299226634796, 0.05203782132747777, 0.05203782132747777, 0.05203782132747777]"
0.0,DSN-30,10,BatchVCG_B5ms,0.0,0.0,0.0,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,DSN-30,10,BatchVCG_B10ms,0.01304484070028099,0.0,0.039134522100842964,0.01304484070028099,0.0,0.039134522100842964,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.01304484070028099, 0.01304484070028099, 0.01304484070028099, 0.01304484070028099, 0.01304484070028099, 0.01304484070028099, 0.01304484070028099]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.039134522100842964, 0.039134522100842964, 0.039134522100842964, 0.039134522100842964, 0.039134522100842964, 0.039134522100842964, 0.039134522100842964]"
0.0,DSN-30,10,BatchVCG_B20ms,0.0,0.0,0.0,0.02608968140056198,0.0,0.07826904420168593,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.01304484070028099, 0.02608968140056198, 0.02608968140056198]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.039134522100842964, 0.07826904420168593, 0.07826904420168593]"
0.0,DSN-30,10,BatchVCG_B50ms,0.0,0.0,0.0,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
