eps_ms,topology,bidder_count,mechanism,g1ms,g1ms_ci_low,g1ms_ci_high,sup_g,sup_g_ci_low,sup_g_ci_high,instance_count,bidder_sample_count,delta_grid_ms,g_delta,g_delta_ci_low,g_delta_ci_high
0.0,STARLINK-200,50,SyncVCG,0.0,0.0,0.0,0.0,0.0,0.0,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,STARLINK-200,50,FastVCG,1.0381169121947946,0.1759776923925811,2.1568538060904925,19.933568674855437,15.075855801362678,25.105911171304953,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.36805473549945456, 0.36805473549945456, 1.0381169121947946, 1.7422471454697221, 8.349964095531172, 19.933568674855437]","[0.0, 0.0, 0.23912947589089747, 0.6169256819686991, 5.423181254893854, 15.274047744431147]","[1.1041642064983637, 1.1041642064983637, 2.1462289558242693, 3.1626942436328873, 11.552279789384585, 25.052889008730887]"
0.0,STARLINK-200,50,BatchVCG_B0.5ms,1.2441363668561027,0.36087381856543593,2.3466592053621533,19.585530052135653,15.036393081523592,24.570376941725666,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.04834808308692202, 0.3001672394370995, 1.2441363668561027, 2.3748057144651016, 5.787782490419545, 19.585530052135653]","[0.0, 0.014897705403128726, 0.3611600938592535, 1.0225557952974207, 3.6126793007750715, 15.017059294196741]","[0.13380151073517316, 0.7263226237198664, 2.380655646091182, 4.005937547598976, 8.211172953122112, 24.551993985732743]"
0.0,STARLINK-200,50,BatchVCG_B1ms,1.638041839867215,0.5624334528114574,2.990057419830613,22.74716845237427,18.112856032986787,27.728370308782402,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.51597585076058, 0.6761985923908737, 1.638041839867215, 3.131386904609497, 7.941444654839274, 22.74716845237427]","[0.0, 0.012819025329369804, 0.5130546114331822, 1.597190772044513, 5.334183923823522, 18.1759833650096]","[1.426398799668925, 1.7081502939120334, 2.963356481862838, 4.91386000155834, 10.792285471605565, 27.677676023552376]"
0.0,STARLINK-200,50,BatchVCG_B2ms,0.8592723396064933,0.23499623015957827,1.6508880909093087,19.556164262575074,15.138905857012452,24.237079571953903,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.23360365512986242, 0.24705056538487424, 0.8592723396064933, 2.034404641798885, 6.301468306312595, 19.556164262575074]","[0.0, 0.0, 0.24059233438826755, 1.057996642929352, 4.1242081648200015, 15.146906746200923]","[0.6439249024267352, 0.6687989218439409, 1.6325959509453911, 3.1745843597768135, 8.699782029488865, 24.126265795774145]"
0.0,STARLINK-200,50,BatchVCG_B5ms,1.8920229672272877,0.7744940408671441,3.233173876146971,17.02250132672698,13.416006117659933,20.94454157853081,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.0, 0.1255558704543715, 1.8920229672272877, 2.989858851664916, 7.977381282940672, 17.02250132672698]","[0.0, 0.0, 0.7701555965785026, 1.567609946212467, 5.717120913871482, 13.30152352341304]","[0.0, 0.3766676113631145, 3.2473654140113615, 4.570986156777282, 10.491293040832423, 20.922828460575232]"
0.0,STARLINK-200,50,BatchVCG_B10ms,0.24800415392574404,0.038180743220456254,0.5182230083816948,11.75878853321291,9.080482958869958,14.597210622229815,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.07525309021501748, 0.0939843169794261, 0.24800415392574404, 1.3678786193794108, 4.836330646930179, 11.75878853321291]","[0.0, 0.0, 0.03877356245101212, 0.5389664097141836, 3.205540654056721, 9.118576195052501]","[0.2257592706450524, 0.28195295093827827, 0.5189409419518913, 2.4090271362037625, 6.665793202913731, 14.590121181079097]"
0.0,STARLINK-200,50,HoldBack,0.0,0.0,0.0,0.0,0.0,0.0,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,STARLINK-200,50,LIA_lambda0.25_per_s,-0.005423181228244631,-0.006778674864102097,-0.004112536834473386,0.0,0.0,0.07093419249302126,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[-0.0013788579918568758, -0.0027362269623317837, -0.005423181228244631, -0.010757055166858709, -0.026586123284456607, -0.013579750042910416]","[-0.00171786870805959, -0.003448407581789291, -0.006784656467770077, -0.013452216537073057, -0.03323331612892583, -0.06136831136962374]","[-0.0010530380002131386, -0.002082225509524474, -0.004159679522851216, -0.00819906322728567, -0.02012000750752615, 0.07164072587389574]"
0.0,STARLINK-200,50,LIA_lambda0.5_per_s,-0.00880387653442631,-0.011295015271674013,-0.00649101163401949,0.0,0.0,0.05582311312142314,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[-0.0022005564690896332, -0.004401388024932521, -0.00880387653442631, -0.017489906459082712, -0.04297020780231796, -0.04102640896414851]","[-0.0028435900024001196, -0.005653323015742491, -0.01130962693023867, -0.02266063261145144, -0.055285165383563116, -0.09980863976296261]","[-0.001621953687286158, -0.003235931254531987, -0.006438590381227635, -0.012845230553641538, -0.03128377904303461, 0.05378848796651703]"
0.0,STARLINK-200,50,LIA_lambda1_per_s,-0.02145073233304296,-0.026929352806393216,-0.01630591849696981,0.0,0.0,0.0,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[-0.005422447962960496, -0.010797348612435686, -0.02145073233304296, -0.04186656409954035, -0.09927758333701946, -0.1829139869200335]","[-0.006788000867283591, -0.01348691124546726, -0.026843251486615906, -0.052547632138840165, -0.12499770807505688, -0.23180920829056414]","[-0.0041215728741302365, -0.008209103595317105, -0.016372473172403475, -0.03188543105497631, -0.07560534658246236, -0.13740637527323704]"
0.0,STARLINK-200,50,LIA_lambda2_per_s,-0.018033768405142023,-0.04334661027986083,0.023572613891138378,0.0,0.0,0.024068787080598897,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[-0.00927596851675735, -0.018361246424575307, -0.018033768405142023, -0.0515343148156587, -0.13627435150623407, -0.24074201381151009]","[-0.011770048207799198, -0.02332709839748311, -0.04340139417923441, -0.08358247306118063, -0.18773396671302853, -0.32244673819097597]","[-0.0068247891453870006, -0.013506322242015256, 0.02376646303487989, -0.00730045540911711, -0.08291214596309168, -0.16329967409599194]"
0.0,STARLINK-200,100,SyncVCG,0.0,0.0,0.0,0.0,0.0,0.0,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,STARLINK-200,100,FastVCG,0.3678610882798929,0.0,0.9175639266151722,12.058044809554671,8.702885481586872,15.657125611542137,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.16084902612800858, 0.18184175005538628, 0.3678610882798929, 0.6766349709367749, 3.7317852282907875, 12.058044809554671]","[0.0, 0.0, 0.0, 0.02099272392737772, 1.9324089459345772, 8.68967059059708]","[0.4825470783840257, 0.5245325262387812, 0.9217415147842923, 1.577786306810923, 5.85624935665112, 15.712413932633972]"
0.0,STARLINK-200,100,BatchVCG_B0.5ms,1.12437365658282,0.2772778872293535,2.168726660051073,15.743639424764092,11.907613094521166,20.01017470001456,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.24891450429273665, 0.9225714984880643, 1.12437365658282, 2.708125023235046, 5.551924973462478, 15.743639424764092]","[0.0, 0.14985694144049128, 0.28615919352595004, 1.3453876634408988, 3.3861212691371936, 11.849233076661545]","[0.74674351287821, 1.9336687963983947, 2.196437449537092, 4.321000419855404, 7.945457318896896, 19.91408309483801]"
0.0,STARLINK-200,100,BatchVCG_B1ms,1.5533545240022826,0.5530729381481193,2.7935138857390416,13.812801054951732,10.36262399065573,17.670605427330944,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.018930706355952065, 0.4307662633644228, 1.5533545240022826, 1.8937013122825745, 4.957609160714017, 13.812801054951732]","[0.0, 0.0, 0.5522887805258455, 0.8286687495539113, 3.1053259414089243, 10.232714183760159]","[0.05679211906785619, 1.0992660663649627, 2.747001212685707, 3.1857325360868285, 7.016133550649558, 17.56377575594217]"
0.0,STARLINK-200,100,BatchVCG_B2ms,0.6306196121755422,0.06687209825593908,1.3843478321143872,11.027682664908648,8.109945425578399,14.122615295345557,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.2919075719706144, 0.4368424349893065, 0.6306196121755422, 1.2411326936891864, 5.1977408628237844, 11.027682664908648]","[0.0, 0.0, 0.06687209825593908, 0.43780405838673847, 3.2759648653080795, 8.11215539128531]","[0.8757227159118431, 1.1167942587757833, 1.3998870084869457, 2.285293110960988, 7.365680486137397, 14.12359967594214]"
0.0,STARLINK-200,100,BatchVCG_B5ms,0.499759135936431,0.0,1.1570460844375428,11.029274927902138,8.249857897523201,14.041320959452886,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.11074357682815698, 0.499759135936431, 0.499759135936431, 1.02834980491108, 3.506344947717662, 11.029274927902138]","[0.0, 0.0, 0.0, 0.27465815630749013, 1.928427650828411, 8.207044897379951]","[0.332230730484471, 1.1744776152512966, 1.1744776152512968, 2.002122957775685, 5.3314984105889565, 14.00263375399656]"
0.0,STARLINK-200,100,BatchVCG_B10ms,0.17307084240332557,0.018086460402924286,0.4311833989483561,8.130727013670608,5.94914986749314,10.531588330349775,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.10312817454462925, 0.10312817454462925, 0.17307084240332557, 0.19092159731966987, 2.8027603081131325, 8.130727013670608]","[0.0, 0.0, 0.018086460402924286, 0.02410546046287832, 1.5455450183028998, 5.952641274464949]","[0.30938452363388774, 0.30938452363388774, 0.43118339894835617, 0.4456386842347732, 4.277060657483756, 10.50945226665256]"
0.0,STARLINK-200,100,HoldBack,0.0,0.0,0.0,0.0006433771626758243,0.0,0.001930131488027473,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0006433771626758243]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.001930131488027473]"
0.0,STARLINK-200,100,LIA_lambda0.25_per_s,-0.0030362476002765556,-0.004118601015221703,-0.002051648188262335,0.0,0.0,0.0,500,2500,"[0.25, 0.5, 1.0, 2.0, 5.0, 10.0]","[-0.0007589907394989496, -0.0015180289174013069, -0.0030362476002765556, -0.006073254357343377, -0.014989794869800838, -0.028150337933371933]","[-0.001029022275086752, -0.0020581999500334006, -0.004104908205306035, -0.008221300161362433, -0.020497398052836645, -0.038432303378681996]","[-0.0005134356461572237, -0.001027670276197274, -0.0020535992892913454, -0.004116547656748096, -0.010058118879692051, -0.018633708408753044]"
