eps_ms,topology,mechanism,n_instances,welfare_ratio_mean,welfare_ratio_ci_low,welfare_ratio_ci_high,welfare_ratio_n,revenue_ratio_mean,revenue_ratio_ci_low,revenue_ratio_ci_high,revenue_ratio_n,compute_time_s_mean,compute_time_s_ci_low,compute_time_s_ci_high,compute_time_s_n,clearing_latency_ms_mean,clearing_latency_ms_ci_low,clearing_latency_ms_ci_high,clearing_latency_ms_n,effective_welfare_mean,effective_welfare_ci_low,effective_welfare_ci_high,effective_welfare_n,clique_number_w_mean,clique_number_w_ci_low,clique_number_w_ci_high,clique_number_w_n
0.0,INTERNET-100,LIA_lambda2_per_s,5000,0.9984403271056995,0.9983383160974068,0.9985361237630369,5000,0.9892404379684445,0.988877662221103,0.9895991819803654,5000,6.926707522943616e-05,6.742565710679628e-05,7.113787441223394e-05,5000,16.260667357420353,16.257548232937534,16.263785377011914,5000,989.4315875268387,989.0929017278069,989.7681884892976,5000,351.1668,341.90817,360.42783499999996,5000
0.0,INTERNET-100,SyncVCG,5000,0.9996974619110686,0.9996222858359763,0.9997660864442365,5000,0.9916786006039731,0.991310626165736,0.9920368731932978,5000,2.833460662513971e-05,2.7601670689764433e-05,2.905188661708962e-05,5000,16.237404693518034,16.235826174082995,16.23894412047054,5000,990.6811275532823,990.3402877898226,991.0165596927349,5000,351.1668,341.64962,360.3832,5000
0.0,STARLINK-200,BatchVCG_B0.5ms,5000,0.5227401123607944,0.5146533518220153,0.5308752456320662,5000,0.037769242748944325,0.03394451801271266,0.041677634682907506,5000,1.2021852587349713e-05,1.1714756977162324e-05,1.233963941631373e-05,5000,12.988869225912431,12.80833976919621,13.165124477160116,5000,518.2095063137266,509.99558324404757,526.3207196790266,5000,351.3648,342.13701000000003,360.553035,5000
0.0,STARLINK-200,BatchVCG_B10ms,5000,0.803752415645027,0.7980097452051056,0.8095329001934591,5000,0.5964462553523092,0.5882179483732909,0.6046548804729251,5000,1.2473118025809526e-05,1.2160079111345112e-05,1.2782069242675789e-05,5000,22.48932049135089,22.308926879168514,22.66891220583362,5000,796.2951453052178,790.6036203189425,801.9287168979756,5000,351.3648,342.110025,360.51246999999995,5000
0.0,STARLINK-200,BatchVCG_B1ms,5000,0.5411892292582564,0.5332195357015161,0.5492164609772296,5000,0.07497938221722508,0.06980921134046734,0.0802481597686965,5000,1.1912999209016562e-05,1.1613045716658234e-05,1.2219024063088e-05,5000,13.488760372534097,13.311223119084831,13.667069639875226,5000,536.4789296575792,528.3586264253618,544.3367294143983,5000,351.3648,342.262155,360.64258,5000
0.0,STARLINK-200,BatchVCG_B2ms,5000,0.5758043149953975,0.5679454820803866,0.5838218057658177,5000,0.14614184450723022,0.1394206267946525,0.1530129697891786,5000,1.201548594981432e-05,1.168943486874923e-05,1.2356602133950219e-05,5000,14.488862859274896,14.31283585996446,14.667271802557408,5000,570.8075632667449,562.7624669991671,578.491713417666,5000,351.3648,342.19061000000005,360.79192,5000
0.0,STARLINK-200,BatchVCG_B5ms,5000,0.6728916166429112,0.6653454763964707,0.6804825032819166,5000,0.3430349266131859,0.33424222898738026,0.3518359140639577,5000,1.2093719211407006e-05,1.179049696365837e-05,1.2395465479348785e-05,5000,17.48894109253649,17.311339650558097,17.667055018511835,5000,666.9817532493804,659.8044995023363,674.20619234505,5000,351.3648,342.22673499999996,360.79943,5000
0.0,STARLINK-200,FastVCG,5000,0.5046918823100836,0.49665471000713923,0.5128980331727521,5000,0.0,0.0,0.0,5000,1.2058492819778622e-05,1.1759657093789428e-05,1.2360402104677633e-05,5000,12.488905866144862,12.312960809817636,12.667683496330545,5000,500.2971525695728,492.22225260696644,508.41705310603396,5000,351.3648,342.138875,360.762215,5000
0.0,STARLINK-200,HoldBack,5000,0.999558702728356,0.9994377562013012,0.9996677453895167,5000,0.9914667157991222,0.9910719082821726,0.991854886644613,5000,2.099842089228332e-05,2.046274202351924e-05,2.154835819557775e-05,5000,69.39548774854288,69.38985980750168,69.40092588023988,5000,985.180291285819,984.8308110808991,985.5446181759213,5000,351.3648,342.1468,360.476255,5000
0.0,STARLINK-200,LIA_lambda0.25_per_s,5000,0.999110866443547,0.9989860065833712,0.9992221407821745,5000,0.9905171723356893,0.9901240574777387,0.9908941551368385,5000,6.936795904766769e-05,6.754891411750577e-05,7.116055883758236e-05,5000,69.36781487455869,69.35851260059296,69.37677018910476,5000,984.740494521527,984.3665094115602,985.0927042815462,5000,351.3648,342.22415,360.62158,5000
0.0,STARLINK-200,LIA_lambda0.5_per_s,5000,0.9984486446487734,0.9983137662934651,0.9985731179046327,5000,0.989262884687641,0.9888739307322078,0.9896471041264132,5000,6.858311023097485e-05,6.68527955096215e-05,7.034379892807918e-05,5000,69.367030025742,69.3576236769151,69.3759856372282,5000,984.0880067147579,983.7199706433782,984.4538931676228,5000,351.3648,342.33791,360.8732,5000
0.0,STARLINK-200,LIA_lambda1_per_s,5000,0.9971981385646579,0.9970335499241748,0.9973575050108332,5000,0.9868920585146459,0.9864676953449933,0.9872866613715554,5000,6.840883276890963e-05,6.667719642748125e-05,7.016918288543821e-05,5000,69.36685574827993,69.35749862193155,69.37597611725724,5000,982.8559364273455,982.4721207972675,983.2195290305558,5000,351.3648,342.179125,360.578825,5000
0.0,STARLINK-200,LIA_lambda2_per_s,5000,0.9949675857232607,0.9947176405364622,0.9952057016789335,5000,0.982596220997055,0.982131329736576,0.9830534868434763,5000,6.847002394497395e-05,6.670156590116676e-05,7.022651863284408e-05,5000,69.36691693945599,69.3575997849169,69.37609171992996,5000,980.6652340847949,980.240292393847,981.0919920099765,5000,351.3648,342.376775,360.514045,5000
0.0,STARLINK-200,SyncVCG,5000,0.999558702728356,0.9994362731723168,0.999666175063033,5000,0.9914667157991222,0.9910728424970914,0.9918515720790542,5000,2.6889396132901312e-05,2.620331427140627e-05,2.7588973034289665e-05,5000,69.4013787237835,69.39589795894479,69.40671372662726,5000,985.1797084067189,984.8214859382297,985.5308504500202,5000,351.3648,342.18873,360.789645,5000
