topology,instance_id,bidder_count,feasible_count,infeasible_count,feasible_fraction,mechanism,horizon_ms,opt_value,winner_id,winner_value,payment,welfare_ratio,revenue_ratio,decision_time_ms,clearing_latency_ms,effective_welfare,compute_time_s,clique_number_w,eps_ms
STARLINK-200,9,1000,950,50,0.95,SyncVCG,69.45258962948427,999.5040694854049,754,999.5040694854049,999.4118057956051,1.0,0.9999076905311178,69.54467263565019,69.54327310518896,992.5773044500182,9.208300616592169e-05,950,0.0
STARLINK-200,9,1000,950,50,0.95,HoldBack,69.45258962948427,999.5040694854049,754,999.5040694854049,999.4118057956051,1.0,0.9999076905311178,69.53071467139378,69.52931514093255,992.5786898868388,7.812504190951586e-05,950,0.0
STARLINK-200,9,1000,950,50,0.95,LIA_lambda0.25_per_s,69.45258962948427,999.5040694854049,754,999.5040694854049,998.6740524651555,1.0,0.999169571144741,69.63502058621944,69.63362105575821,992.568336758005,0.00018645799718797207,950,0.0
STARLINK-200,9,1000,950,50,0.95,LIA_lambda0.5_per_s,69.45258962948427,999.5040694854049,754,999.5040694854049,997.9368437350139,1.0,0.9984319966288903,69.63293756686599,69.63153803640476,992.568543511932,0.00018437497783452272,950,0.0
STARLINK-200,9,1000,950,50,0.95,LIA_lambda1_per_s,69.45258962948427,999.5040694854049,579,994.3978622415093,993.0821853173652,0.9948912591756385,0.9935749294434129,69.63939559042902,69.63799605996779,987.497130344536,0.0001908330013975501,950,0.0
STARLINK-200,9,1000,950,50,0.95,LIA_lambda2_per_s,69.45258962948427,999.5040694854049,579,994.3978622415093,988.3031469826113,0.9948912591756385,0.9887935198617447,69.66297958840133,69.6615800579401,987.4948014342503,0.0002144169993698597,950,0.0
STARLINK-200,10,1000,953,47,0.953,SyncVCG,69.45258962948427,999.2413135248564,126,999.2413135248564,999.1073968598515,1.0,0.999865981657091,69.54438066602305,69.54037414640963,992.3166571098025,9.179103653877974e-05,953,0.0
STARLINK-200,10,1000,953,47,0.953,HoldBack,69.45258962948427,999.2413135248564,126,999.2413135248564,999.1073968598515,1.0,0.999865981657091,69.50750669491097,69.50350017529756,992.3203161821235,5.491706542670727e-05,953,0.0
STARLINK-200,10,1000,953,47,0.953,LIA_lambda0.25_per_s,69.45258962948427,999.2413135248564,126,999.2413135248564,998.472449009247,1.0,0.999230551714383,69.6251068955328,69.62110037591938,992.3086465439148,0.00017991696950048208,953,0.0
STARLINK-200,10,1000,953,47,0.953,LIA_lambda0.5_per_s,69.45258962948427,999.2413135248564,23,997.4475645498738,997.1910190056386,0.9982048890986552,0.9979481487690043,69.62206496317346,69.61805844356005,990.5276437867685,0.00017687503714114428,953,0.0
